vendor,item_name,size,category,material_class,unit,source_file,notes,price,price_basis
CCQ,Rebel Grey,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,17.00,50lb bag
CCQ,Red Verona,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,33.25,50lb bag
CCQ,Red Verona,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,28.75,50lb bag
CCQ,Red Verona,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,26.25,50lb bag
CCQ,Texas Black,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,26.00,50lb bag
CCQ,Texas Black,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,21.00,50lb bag
CCQ,Texas Black,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,18.50,50lb bag
CCQ,Texas Black,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,26.00,50lb bag
CCQ,Texas Blue,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,18.00,50lb bag
CCQ,Texas Blue,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,15.00,50lb bag
CCQ,Texas Blue,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,13.50,50lb bag
CCQ,Texas Blue,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,18.00,50lb bag
CCQ,Texas Blue,#4-#7,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked * in brochure,23.00,50lb bag
CCQ,True Black,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,27.50,50lb bag
CCQ,True Black,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,22.50,50lb bag
CCQ,True Black,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,20.00,50lb bag
CCQ,True Black,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,27.50,50lb bag
CCQ,True Black,#4-#7,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked * in brochure,35.50,50lb bag
CCQ,True Grey,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,27.50,50lb bag
CCQ,True Grey,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,22.50,50lb bag
CCQ,True Grey,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,20.00,50lb bag
CCQ,True Grey,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,27.50,50lb bag
CCQ,True Grey,#4-#7,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked * in brochure,35.50,50lb bag
CCQ,Verde Antique,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,23.75,50lb bag
CCQ,Verde Antique,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,18.75,50lb bag
CCQ,Verde Antique,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,16.25,50lb bag
CCQ,Verde Antique,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,23.75,50lb bag
CCQ,Verde Antique,#4-#7,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked * in brochure,31.75,50lb bag
CCQ,White Rose,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,19.00,50lb bag
CCQ,White Rose,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,16.00,50lb bag
CCQ,White Rose,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,14.50,50lb bag
CCQ,Yellow Verona,#0,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,27.75,50lb bag
CCQ,Yellow Verona,#1,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,22.75,50lb bag
CCQ,Yellow Verona,#2,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,,20.25,50lb bag
CCQ,Yellow Verona,#3-#5,marble,aggregate,50lb bag,price_list_CCQ 2026.pdf,marked + in brochure,27.75,50lb bag
EnviroGlas,Aqua Auto Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Charcoal Auto Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Clear Flint Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Clear Sand,30-60 mesh,filler,sand,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,40.0,per item
EnviroGlas,Cobalt Blue Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,75.0,per item
EnviroGlas,Crushed Porcelain,1-2,porcelain,recycled_porcelain,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,45.0,per item
EnviroGlas,Mixed Bottled Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Mixed Brown Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Mixed Green Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Mixed Mirror Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
EnviroGlas,Mixed Plate Glass,1-2,glass,recycled_glass,50lb bag,EnviroGlas Products - Price List - April 2022 12.20.22.pdf,Price uses parsed per-item value,43.0,per item
Southern Aggregates,Blue Gray Marble,#0,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Blue Gray Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Blue Gray Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Blue Gray Sand,#0,filler,sand,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,11.5,50lb bag dry
Southern Aggregates,Buff Pebble,A,specialty,pebble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Buff Pebble,B,specialty,pebble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Buff Pebble,C,specialty,pebble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Cardiff Green Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,11.1,50lb bag dry
Southern Aggregates,Cardiff Green Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,10.2,50lb bag dry
Southern Aggregates,Cardiff Green Sand,#0,filler,sand,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Carolina Quartz,#1,specialty,quartz,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Carolina Quartz,#2,specialty,quartz,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Georgia White Marble,#0,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Georgia White Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,11.75,50lb bag dry
Southern Aggregates,Georgia White Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,10.5,50lb bag dry
Southern Aggregates,Mt. Airy Granite,#1,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Mt. Airy Granite,#2,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Mt. Airy Granite,A,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Raven Black Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,13.35,50lb bag dry
Southern Aggregates,Raven Black Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,12.8,50lb bag dry
Southern Aggregates,Red Cedar Marble,#0,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Red Cedar Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Red Cedar Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Granite,#1,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Granite,#2,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Granite,A,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Granite,B,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Granite,C,specialty,granite,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Staley Black Sand,#0,filler,sand,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,13.55,50lb bag dry
Southern Aggregates,Ultra White Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Ultra White Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,White Rose Marble,#0,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,12.75,50lb bag dry
Southern Aggregates,White Rose Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,10.05,50lb bag dry
Southern Aggregates,White Rose Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,Parsed subset only,9.6,50lb bag dry
Southern Aggregates,White Rose Marble,B,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,White Rose Sand,#0,filler,sand,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Wisconsin Cream Marble,#0,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Wisconsin Cream Marble,#1,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Wisconsin Cream Marble,#2,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Wisconsin Cream Marble,#3,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
Southern Aggregates,Wisconsin Cream Marble,B,marble,marble,50lb bag,2026 PRICE LIST.pdf,,,
T&M Supply,1-Sided Mirror (SM),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,39.85,FOB Baltimore
T&M Supply,1-Sided Mirror (SM),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,39.85,FOB Baltimore
T&M Supply,1-Sided Mirror (SM),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,39.85,FOB Baltimore
T&M Supply,1-Sided Mirror (UC),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,1-Sided Mirror (UC),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,1-Sided Mirror (UC),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,2-Sided Mirror,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,2-Sided Mirror,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,2-Sided Mirror,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,ATF - 20,ATF-20,filler,fines,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Ace Silver Coated Glass,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Ace Silver Coated Glass,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Ace Silver Coated Glass,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Alaska White,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Alaska White,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Alaska White,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,All Sided Mirror (ASG),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,8.55,FOB Baltimore
T&M Supply,All Sided Mirror (ASG),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,8.55,FOB Baltimore
T&M Supply,All Sided Mirror (ASG),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,8.55,FOB Baltimore
T&M Supply,Alpine Red,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Alpine Red,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Alpine Red,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Amber,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Amber,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Amber,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,American Texas Pink,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,American Texas Pink,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,American Texas Pink,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arabian Black,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arabian Black,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arabian Black,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arctic White,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arctic White,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Arctic White,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Beige Blend,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Beige Blend,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Beige Blend,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Black Smelter,#00,specialty,00_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Black Stallion,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Black Stallion,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Black Stallion,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Blanco Mexicano,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,40.75,FOB Baltimore
T&M Supply,Blanco Mexicano,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,34.75,FOB Baltimore
T&M Supply,Blanco Mexicano,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,31.75,FOB Baltimore
T&M Supply,Blanco Mexicano,#3-#5,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Blue Coal,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Blue Coal,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Blue Coal,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Blue Skies,#1,glass,art_glass,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Boston Cream,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Boston Cream,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Boston Cream,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Botticino Beige,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Botticino Beige,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Botticino Beige,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Botticino Prima Vera,#3-#5,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Brick Red,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Brick Red,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Brick Red,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Burgundy,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Burgundy,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Burgundy,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Buttercup,#1,glass,art_glass,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Green,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Green,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Green,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Old Yellow,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Old Yellow,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Old Yellow,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Yellow Verona,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Yellow Verona,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,CC Yellow Verona,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Calate White,#00,marble,00_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Cameo Cream,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,29.8,FOB Baltimore
T&M Supply,Cameo Cream,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,25.8,FOB Baltimore
T&M Supply,Cameo Cream,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,23.7,FOB Baltimore
T&M Supply,Cherry Blossom,#1,glass,art_glass,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chewelah Yellow,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chewelah Yellow,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chewelah Yellow,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,China White,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,30.5,FOB Baltimore
T&M Supply,China White,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,29.8,FOB Baltimore
T&M Supply,China White,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,Subset from visible parsed pages only,29.15,FOB Baltimore
T&M Supply,Chocolate (ASG),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate (ASG),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate (ASG),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate (UC),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate (UC),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate (UC),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate Heritage,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate Heritage,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chocolate Heritage,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chunky Orange,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chunky Orange,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Chunky Orange,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Clear Glass Fines,Fines,filler,fines,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coal Black,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coal Black,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coal Black,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coffee Brown,#0,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coffee Brown,#1,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Coffee Brown,#2,marble,turkish_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (ASG),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (ASG),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (ASG),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (SM),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (SM),#00,glass,00_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (SM),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (SM),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (UC),#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (UC),#00,glass,00_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (UC),#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Crystal (UC),#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dark Red,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dark Red,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dark Red,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Diablo Blue,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Diablo Blue,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Diablo Blue,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dusty Rose,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dusty Rose,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Dusty Rose,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Eagle Grey,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Eagle Grey,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Eagle Grey,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Earth Blend,#1,glass,art_glass,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Extreme White,#0,marble,imported_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Extreme White,#1,marble,imported_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Extreme White,#2,marble,imported_aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Forest Green,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Forest Green,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Forest Green,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Georgia White,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Georgia White,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Georgia White,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Glacier Grey,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Glacier Grey,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Glacier Grey,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Gun Metal,#0,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Gun Metal,#1,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Gun Metal,#2,marble,aggregate,50lb bag,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Honey,#0,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Honey,#1,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
T&M Supply,Honey,#2,glass,recycled_aggregate,bag or lb,Terroxy Price Guide 03.12.24.pdf,,,
